{
  {specialConditions={},result="Common",allele2="Tropical",allele1="Modest",chance=15.0},
  {specialConditions={},result="Viscous",allele2="Water",allele1="Exotic",chance=10.0},
  {specialConditions={"Requires Proteus Surface Block as a foundation.","Required Dimension Proteus"},result="Proteus",allele2="Copper",allele1="Neptune",chance=7.0},
  {specialConditions={},result="Primeval",allele2="Ancient",allele1="Secluded",chance=8.0},
  {specialConditions={"Requires Block of Thaumium as a foundation.","Requires Hellish temperature."},result="Ur Ghast",allele2="Thaumium Dust",allele1="Hydra",chance=5.0},
  {specialConditions={"Requires Arid humidity.","Requires End Powder Ore as a foundation.","Required Dimension End"},result="End Dust",allele2="Stainless Steel",allele1="Ender",chance=8.0},
  {specialConditions={},result="Common",allele2="Wintry",allele1="Modest",chance=15.0},
  {specialConditions={"Requires Block of Platinum as a foundation."},result="Platinum",allele2="Chrome",allele1="Diamond",chance=5.0},
  {specialConditions={"Requires IC2 Hot Coolant as a foundation.","Required Biome Boneyard Biome"},result="Energy",allele2="Volcanic",allele1="Demonic",chance=10.0},
  {specialConditions={},result="Common",allele2="Modest",allele1="Sorcerous",chance=15.0},
  {specialConditions={"Requires Conductive Iron Block as a foundation."},result="Conductive Iron",allele2="Iron",allele1="Redstone Alloy",chance=8.0},
  {specialConditions={"Requires Block of Red Alloy as a foundation."},result="Red Alloy",allele2="Redstone",allele1="Copper",chance=10.0},
  {specialConditions={},result="Common",allele2="Wintry",allele1="Mystical",chance=15.0},
  {specialConditions={"Requires Block of Quantium as a foundation.","Required Dimension Asteriods"},result="Saturn",allele2="Ledox",allele1="Jupiter",chance=12.5},
  {specialConditions={"Requires Icy temperature.","Requires Block of Endereye as a foundation."},result="Ender Shard",allele2="End Dust",allele1="Nether Shard",chance=15.0},
  {specialConditions={"Requires Arid humidity.","Requires Fiery Essence Altar as a foundation.","Required Dimension End"},result="Fire Essence",allele2="Arcane Shard",allele1="Firestone",chance=4.0},
  {specialConditions={"Requires Block of Yellow Garnet as a foundation."},result="Yellow Garnet",allele2="Red Garnet",allele1="Emerald",chance=3.0},
  {specialConditions={"Requires Arid humidity.","Requires Ender Chest as a foundation.","Required Dimension End"},result="Rune",allele2="Stardust",allele1="Dragon Essence",chance=2.0},
  {specialConditions={"Requires Epic Elemental Composer as a foundation."},result="Kevlar",allele2="Infinity Catalyst",allele1="Oil",chance=4.0},
  {specialConditions={"Requires Block of Mithril as a foundation.","Required Dimension IO"},result="Mithril",allele2="Platinum",allele1="Io",chance=7.0},
  {specialConditions={"Requires Block of Titanium as a foundation."},result="Titanium",allele2="Aluminium",allele1="Redstone",chance=5.0},
  {specialConditions={},result="Invisible",allele2="Mutable",allele1="Mystical",chance=15.0},
  {specialConditions={"Requires T Ceti E Surface Block as a foundation.","Required Dimension Kuiper Belt"},result="TCeti",allele2="Haume",allele1="MakeMake",chance=2.5},
  {specialConditions={"Requires Block of Osmium as a foundation."},result="Osmium",allele2="Platinum",allele1="Tungsten",chance=5.0},
  {specialConditions={},result="Virulent",allele2="Infectious",allele1="Malicious",chance=8.0},
  {specialConditions={},result="Noble",allele2="Cultivated",allele1="Common",chance=10.0},
  {specialConditions={},result="Relic",allele2="Prehistoric",allele1="Imperial",chance=8.0},
  {specialConditions={},result="Cultivated",allele2="Forest",allele1="Common",chance=12.0},
  {specialConditions={},result="Magenta",allele2="Pink",allele1="Blue",chance=10.0},
  {specialConditions={"Requires Makemake Surface Block as a foundation.","Required Dimension MakeMake"},result="MakeMake",allele2="Naquadria",allele1="Pluto",chance=3.5},
  {specialConditions={"During the Full Moon"},result="Big Bad",allele2="Mysterious",allele1="Skulking",chance=7.0},
  {specialConditions={},result="Spidery",allele2="Skulking",allele1="Tropical",chance=10.0},
  {specialConditions={"Requires Titan Surface Block as a foundation.","Required Dimension Titan"},result="Titan",allele2="Nickel",allele1="Saturn",chance=12.5},
  {specialConditions={"Requires Air Crystal Cluster as a foundation."},result="Aer",allele2="Windy",allele1="Windy",chance=8.0},
  {specialConditions={"Requires Icy temperature."},result="Nitrogen",allele2="Hydrogen",allele1="Oxygen",chance=15.0},
  {specialConditions={"Occurs within a nether biome."},result="Fiendish",allele2="Tropical",allele1="Sinister",chance=40.0},
  {specialConditions={},result="Crumbling",allele2="Mutable",allele1="Unusual",chance=9.0},
  {specialConditions={"Occurs within a magical biome.","During the night."},result="Void",allele2="Flux",allele1="Ferrous",chance=5.0},
  {specialConditions={},result="Common",allele2="Marshy",allele1="Sorcerous",chance=15.0},
  {specialConditions={},result="Unknown Liquid",allele2="Mysterious Crystal",allele1="Infinity Catalyst",chance=5.0},
  {specialConditions={"Requires Block of Ledox as a foundation.","Required Dimension Asteroids"},result="Jupiter",allele2="Desh",allele1="Mars",chance=15.0},
  {specialConditions={"Requires T Ceti E Surface Block as a foundation.","Required Dimension tCeti E"},result="Seaweed",allele2="TCetiE",allele1="TCeti",chance=2.5},
  {specialConditions={"Occurs between December 27 and January 2."},result="Tipsy",allele2="Meadows",allele1="Wintry",chance=10.0},
  {specialConditions={"Requires Phobos Stone as a foundation.","Required Dimension Phobos"},result="Phobos",allele2="Moon",allele1="Mars",chance=20.0},
  {specialConditions={"Requires Block of Amber as a foundation."},result="Amber",allele2="Sticky Resin",allele1="Thaumium Dust",chance=10.0},
  {specialConditions={},result="Corrosive",allele2="Viscous",allele1="Malicious",chance=10.0},
  {specialConditions={"Requires T Ceti E Surface Block as a foundation.","Required Dimension tCeti E"},result="TCetiE",allele2="Aqua",allele1="TCeti",chance=2.5},
  {specialConditions={},result="Eldritch",allele2="Cultivated",allele1="Unusual",chance=12.0},
  {specialConditions={"Requires Infinity Block as a foundation."},result="Infinity Catalyst",allele2="Cosmic Neutronium",allele1="D-O-B",chance=0.30000001192093},
  {specialConditions={"Requires Industrial TNT as a foundation."},result="Explosive",allele2="Coal",allele1="Firestone",chance=4.0},
  {specialConditions={},result="Lavender",allele2="Bleached",allele1="Maroon",chance=5.0},
  {specialConditions={},result="Common",allele2="Wintry",allele1="Unusual",chance=15.0},
  {specialConditions={"Requires Arid humidity.","Requires Ender Goo as a foundation.","Required Dimension End"},result="Enderman Head",allele2="Stardust",allele1="Enderium",chance=4.0},
  {specialConditions={"Occurs within a nether biome."},result="Fiendish",allele2="Modest",allele1="Sinister",chance=40.0},
  {specialConditions={},result="Creepy",allele2="Desolate",allele1="Modest",chance=15.0},
  {specialConditions={},result="Azure",allele2="Bleached",allele1="Prussian",chance=5.0},
  {specialConditions={"Requires Enceladus Snow as a foundation.","Required Dimension Enceladus"},result="Enceladus",allele2="Chrome",allele1="Saturn",chance=12.5},
  {specialConditions={"Requires Clay as a foundation."},result="Clay",allele2="Diligent",allele1="Industrious",chance=10.0},
  {specialConditions={},result="Common",allele2="Embittered",allele1="Meadows",chance=15.0},
  {specialConditions={},result="Common",allele2="Embittered",allele1="Marshy",chance=15.0},
  {specialConditions={},result="Skeletal",allele2="Desolate",allele1="Forest",chance=15.0},
  {specialConditions={"Occurs between October 15 and November 3."},result="Tricky",allele2="Common",allele1="Sinister",chance=10.0},
  {specialConditions={"Requires Block of Steel as a foundation."},result="Steel",allele2="Coal",allele1="Iron",chance=10.0},
  {specialConditions={"Occurs within a ocean biome."},result="Ocean",allele2="Water",allele1="Diligent",chance=10.0},
  {specialConditions={},result="Shining",allele2="Galvanized",allele1="Majestic",chance=2.0},
  {specialConditions={"Requires Block of Neutronium as a foundation."},result="Neutronium",allele2="Americium",allele1="Naquadria",chance=1.0},
  {specialConditions={},result="Lime",allele2="Bleached",allele1="Natural",chance=5.0},
  {specialConditions={},result="Eldritch",allele2="Cultivated",allele1="Attuned",chance=12.0},
  {specialConditions={"Requires Oak Leaves as a foundation."},result="Windy",allele2="Ethereal",allele1="Supernatural",chance=14.0},
  {specialConditions={},result="Quicksilver",allele2="Silver",allele1="Thaumium Dust",chance=10.0},
  {specialConditions={},result="Shining",allele2="Leaden",allele1="Majestic",chance=2.0},
  {specialConditions={"Occurs within a river biome."},result="River",allele2="Water",allele1="Diligent",chance=10.0},
  {specialConditions={},result="Industrious",allele2="Unweary",allele1="Diligent",chance=8.0},
  {specialConditions={},result="Derpious",allele2="Cultivated",allele1="Marshy",chance=10.0},
  {specialConditions={"Requires Redstone Alloy Block as a foundation."},result="Redstone Alloy",allele2="Red Alloy",allele1="Redstone",chance=8.0},
  {specialConditions={"Occurs between February 29 and February 29.","During the day.","Inspired by ","[§4§lR§c§lu§6§ln§e§la§2§lk§a§la§b§li§r, boubou_19§r, Alastors_Game§r, "," BlueWeabo§r, Lewis_Saber§r, True_Aurastorm§r, "," mitchej123§r, minecraft7771§r, _Timbo§r, "," kuba6000§r, Alrightsc§r, YeetYeetDatBoi§r, "," DreamMasterXXL§r, Colen§r, OrderedSet§r]"},result="Chad",allele2="Celebratory",allele1="Cultivated",chance=5.0},
  {specialConditions={},result="Blue",allele2="Diligent",allele1="Forest",chance=10.0},
  {specialConditions={},result="Common",allele2="Meadows",allele1="Sorcerous",chance=15.0},
  {specialConditions={"Requires Block of Americium as a foundation."},result="Americium",allele2="Chrome",allele1="Lutetium",chance=1.25},
  {specialConditions={},result="Damp",allele2="Water",allele1="Miry",chance=10.0},
  {specialConditions={},result="Caffeinated",allele2="Tropical",allele1="Farmerly",chance=10.0},
  {specialConditions={"Requires Block of Iron as a foundation."},result="Ferrous",allele2="Industrious",allele1="Common",chance=12.0},
  {specialConditions={},result="Common",allele2="Wintry",allele1="Tropical",chance=15.0},
  {specialConditions={},result="Common",allele2="Modest",allele1="Unusual",chance=15.0},
  {specialConditions={"Requires Earth Crystal Cluster as a foundation."},result="Solum",allele2="Earthen",allele1="Earthen",chance=8.0},
  {specialConditions={},result="Corroded",allele2="Resilient",allele1="Wintry",chance=5.0},
  {specialConditions={"Requires Deimos Subsurface Block as a foundation.","Required Dimension Deimos"},result="Deimos",allele2="Space",allele1="Mars",chance=20.0},
  {specialConditions={},result="Mystical",allele2="Monastic",allele1="Noble",chance=5.0},
  {specialConditions={"Requires Electrical Steel Block as a foundation."},result="Electrical Steel",allele2="Demonic",allele1="Steel",chance=9.0},
  {specialConditions={},result="Rusty",allele2="Resilient",allele1="Forest",chance=5.0},
  {specialConditions={},result="Abnormal",allele2="Ender",allele1="Secluded",chance=5.0},
  {specialConditions={"Requires Block of Infused Gold as a foundation.","Required Dimension Haumea"},result="Infused Gold",allele2="Haume",allele1="Gold",chance=5.0},
  {specialConditions={},result="Common",allele2="Rocky",allele1="Marshy",chance=15.0},
  {specialConditions={"Requires Block of Thorium as a foundation."},result="Thorium",allele2="Uranium",allele1="Coal",chance=3.0},
  {specialConditions={"Requires Barnarda E Surface Block as a foundation.","Required Dimension Barnard E"},result="BarnardaE",allele2="Unstable",allele1="Barnarda",chance=1.5},
  {specialConditions={"Requires Moon Rock as a foundation.","Required Dimension Moon"},result="Moon",allele2="Clay",allele1="Space",chance=25.0},
  {specialConditions={},result="Tarry",allele2="Fossilised",allele1="Distilled",chance=8.0},
  {specialConditions={},result="Skulking",allele2="Eldritch",allele1="Modest",chance=12.0},
  {specialConditions={"Requires Arid humidity.","Occurs within a hot biome."},result="Force",allele2="Gold",allele1="Steel",chance=10.0},
  {specialConditions={},result="Phantasmal",allele2="Ender",allele1="Spectral",chance=2.0},
  {specialConditions={},result="Fermented",allele2="Meadows",allele1="Farmerly",chance=10.0},
  {specialConditions={"Occurs within a magical biome.","Requires Aura Node as a foundation."},result="Nexus",allele2="Empowering",allele1="Rejuvenating",chance=10.0},
  {specialConditions={},result="Common",allele2="Marshy",allele1="Mystical",chance=15.0},
  {specialConditions={},result="Olivine",allele2="Ender",allele1="Certus",chance=5.0},
  {specialConditions={},result="Common",allele2="Meadows",allele1="Attuned",chance=15.0},
  {specialConditions={"Requires Livingwood as a foundation."},result="Rooted",allele2="Forest",allele1="Eldritch",chance=15.0},
  {specialConditions={},result="Nameless",allele2="Oblivion",allele1="Ethereal",chance=10.0},
  {specialConditions={"Requires Haumea Surface Block as a foundation.","Required Dimension Haumea"},result="Haume",allele2="Naquadah",allele1="Pluto",chance=3.5},
  {specialConditions={"Requires Hellish temperature.","Requires Io Surface Block as a foundation.","Required Dimension IO"},result="Io",allele2="Volcanic",allele1="Jupiter",chance=15.0},
  {specialConditions={"Occurs within a plains biome."},result="Rural",allele2="Diligent",allele1="Meadows",chance=12.0},
  {specialConditions={"Requires Block of Trinium as a foundation.","Required Dimension Enceladus"},result="Trinium",allele2="Iridium",allele1="Enceladus",chance=4.0},
  {specialConditions={"Requires Block of Uranium 238 as a foundation."},result="Uranium",allele2="Platinum",allele1="Avenging",chance=3.0},
  {specialConditions={},result="Saffron",allele2="Valiant",allele1="Meadows",chance=5.0},
  {specialConditions={"Occurs within a nether biome."},result="Sinister",allele2="Tropical",allele1="Cultivated",chance=60.0},
  {specialConditions={"Requires Block of Nether Star as a foundation.","Required Biome END Biome"},result="Wither",allele2="Draconic",allele1="Withering",chance=1.0},
  {specialConditions={},result="White",allele2="Diligent",allele1="Wintry",chance=10.0},
  {specialConditions={},result="Bleached",allele2="Valiant",allele1="Wintry",chance=5.0},
  {specialConditions={},result="Common",allele2="Modest",allele1="Meadows",chance=15.0},
  {specialConditions={"Requires Warm temperature.","Requires Earth Crystal Cluster as a foundation."},result="Earth",allele2="Fire",allele1="Water",chance=15.0},
  {specialConditions={"Requires Mysterious Crystal Block as a foundation.","Required Dimension Enceladus"},result="Mysterious Crystal",allele2="Emerald",allele1="Enceladus",chance=3.0},
  {specialConditions={"Requires Damp humidity.","Requires Prismarine as a foundation."},result="Prismatic",allele2="Ocean",allele1="Certus",chance=10.0},
  {specialConditions={},result="Glittering",allele2="Rusty",allele1="Majestic",chance=2.0},
  {specialConditions={"Requires Arid humidity.","Requires Spooky Log as a foundation.","Required Dimension End"},result="Ectoplasma",allele2="End Dust",allele1="Ender",chance=5.0},
  {specialConditions={},result="Common",allele2="Tropical",allele1="Sorcerous",chance=15.0},
  {specialConditions={},result="Hermitic",allele2="Secluded",allele1="Monastic",chance=8.0},
  {specialConditions={},result="Ethereal",allele2="Supernatural",allele1="Arcane",chance=7.0},
  {specialConditions={"Requires Icy temperature.","Requires Water Crystal Cluster as a foundation."},result="Water",allele2="Air",allele1="Fire",chance=15.0},
  {specialConditions={"Requires Block of Electrotine as a foundation."},result="Electrotine",allele2="Gold",allele1="Redstone",chance=5.0},
  {specialConditions={"Requires Block of Gold as a foundation."},result="Auric",allele2="Plumbum",allele1="Imperial",chance=8.0},
  {specialConditions={"Occurs within a nether biome."},result="Spiteful",allele2="Hateful",allele1="Infernal",chance=7.0},
  {specialConditions={"Required Biome Magical Forest"},result="Salis Mundus",allele2="Thaumic Shards",allele1="Thaumium Dust",chance=8.0},
  {specialConditions={"Requires Arid humidity.","Requires Stardust Ore as a foundation.","Required Dimension End"},result="Stardust",allele2="Zinc",allele1="Ender",chance=8.0},
  {specialConditions={},result="Ripening",allele2="Growing",allele1="Sweetened",chance=5.0},
  {specialConditions={"Needs a running GT Machine below to breed"},result="Machinist",allele2="Imperial",allele1="Industrious",chance=1.0},
  {specialConditions={"Requires Superconducting Coil Block as a foundation."},result="Sunnarium",allele2="Gold",allele1="Glowstone",chance=5.0},
  {specialConditions={},result="Common",allele2="Meadows",allele1="Mystical",chance=15.0},
  {specialConditions={},result="Bovine",allele2="Water",allele1="Farmerly",chance=10.0},
  {specialConditions={},result="Fruity",allele2="Thriving",allele1="Sweetened",chance=5.0},
  {specialConditions={"Requires Block of Cryolite as a foundation."},result="Cryolite",allele2="Silver",allele1="Lead",chance=9.0},
  {specialConditions={},result="Common",allele2="Forest",allele1="Attuned",chance=15.0},
  {specialConditions={},result="Common",allele2="Embittered",allele1="Mystical",chance=15.0},
  {specialConditions={},result="Oily",allele2="Primeval",allele1="Frugal",chance=8.0},
  {specialConditions={},result="Emerald",allele2="Lapis",allele1="Forest",chance=5.0},
  {specialConditions={"Requires Hellish temperature.","Requires Fire Crystal Cluster as a foundation."},result="Fire",allele2="Air",allele1="Supernatural",chance=15.0},
  {specialConditions={},result="Turquoise",allele2="Prussian",allele1="Natural",chance=5.0},
  {specialConditions={},result="Blossom",allele2="Earthen",allele1="Botanic",chance=12.0},
  {specialConditions={"Requires Icy temperature."},result="Space",allele2="Heroic",allele1="Industrious",chance=10.0},
  {specialConditions={},result="Quantum",allele2="Spatial",allele1="Spectral",chance=5.0},
  {specialConditions={},result="Fossilised",allele2="Growing",allele1="Primeval",chance=8.0},
  {specialConditions={},result="Common",allele2="Modest",allele1="Attuned",chance=15.0},
  {specialConditions={"Requires Block of Lutetium as a foundation."},result="Lutetium",allele2="Decaying",allele1="Thorium",chance=1.0},
  {specialConditions={"Requires Lapis Lazuli Block as a foundation."},result="Lapis",allele2="Imperial",allele1="Demonic",chance=10.0},
  {specialConditions={"Occurs between March 29 and April 15."},result="Leporine",allele2="Forest",allele1="Meadows",chance=10.0},
  {specialConditions={},result="Imperial",allele2="Majestic",allele1="Noble",chance=8.0},
  {specialConditions={"Requires Vega B Surface Block as a foundation.","Required Dimension VegaB"},result="VegaB",allele2="Naquadria",allele1="Vega",chance=2.0},
  {specialConditions={"Requires Sky Stone as a foundation."},result="Skystone",allele2="Windy",allele1="Earthen",chance=20.0},
  {specialConditions={"Requires Block of Mytryl as a foundation.","Required Dimension IO"},result="Mytryl",allele2="Mithril",allele1="Io",chance=6.0},
  {specialConditions={"During the night."},result="Dreaming",allele2="Somnolent",allele1="Windy",chance=8.0},
  {specialConditions={"Requires Cupronickel Coil Block as a foundation."},result="Mica",allele2="Silicon",allele1="Peat",chance=15.0},
  {specialConditions={"Requires Arid humidity.","Requires Ender Goo as a foundation.","Required Dimension End"},result="Silverfish",allele2="Stardust",allele1="Ectoplasma",chance=5.0},
  {specialConditions={"Requires Lead Block as a foundation."},result="Lead",allele2="Copper",allele1="Coal",chance=13.0},
  {specialConditions={},result="Common",allele2="Water",allele1="Forest",chance=15.0},
  {specialConditions={"Requires Block of Silver as a foundation."},result="Silver",allele2="Tin",allele1="Lead",chance=10.0},
  {specialConditions={},result="Sandwich",allele2="Batty",allele1="Agrarian",chance=10.0},
  {specialConditions={"Requires Block of Desh as a foundation.","Required Dimension Mars"},result="Desh",allele2="Titanium",allele1="Mars",chance=9.0},
  {specialConditions={"Requires Block of Naquadria as a foundation."},result="Naquadria",allele2="Iridium",allele1="Plutonium",chance=0.80000001192093},
  {specialConditions={},result="Common",allele2="Marshy",allele1="Meadows",chance=15.0},
  {specialConditions={"Requires Hellish temperature.","Requires Block of Hellish Metal as a foundation."},result="Netherite",allele2="Diamond",allele1="Demonic",chance=3.0},
  {specialConditions={},result="Nuclear",allele2="Leaden",allele1="Unstable",chance=5.0},
  {specialConditions={},result="Charmed",allele2="Eldritch",allele1="Cultivated",chance=10.0},
  {specialConditions={},result="Hazardous",allele2="Desolate",allele1="Austere",chance=5.0},
  {specialConditions={"Requires temperature between Icy and Cold."},result="Glacial",allele2="Wintry",allele1="Icy",chance=8.0},
  {specialConditions={"Requires Ganymede Surface Block as a foundation.","Required Dimension Ganymede"},result="Ganymed",allele2="Titanium",allele1="Jupiter",chance=15.0},
  {specialConditions={},result="Common",allele2="Water",allele1="Sorcerous",chance=15.0},
  {specialConditions={},result="Thriving",allele2="Growing",allele1="Unweary",chance=10.0},
  {specialConditions={},result="Abyssal",allele2="Darkened",allele1="Shadowed",chance=8.0},
  {specialConditions={"Occurs between the Waning Crescent and Waxing Crescent"},result="Wispy",allele2="Ghastly",allele1="Ethereal",chance=9.0},
  {specialConditions={},result="Prussian",allele2="Water",allele1="Valiant",chance=5.0},
  {specialConditions={},result="Green",allele2="Yellow",allele1="Blue",chance=10.0},
  {specialConditions={"Requires Icy temperature."},result="Xenon",allele2="Snow Queen",allele1="Krypton",chance=2.0},
  {specialConditions={},result="Cultivated",allele2="Rocky",allele1="Common",chance=12.0},
  {specialConditions={"Requires Block of Bedrockium as a foundation."},result="Bedrockium",allele2="Diamond",allele1="Explosive",chance=2.0},
  {specialConditions={},result="Common",allele2="Embittered",allele1="Sorcerous",chance=15.0},
  {specialConditions={},result="Farmed",allele2="Meadows",allele1="Farmerly",chance=10.0},
  {specialConditions={},result="Fertilizer",allele2="Apatite",allele1="Ash",chance=8.0},
  {specialConditions={"Requires Arid humidity.","Requires Block of Dragonblood as a foundation.","Required Dimension End"},result="Dragonblood",allele2="Neutronium",allele1="Dragon Essence",chance=2.0},
  {specialConditions={"Requires Block of Sapphire as a foundation."},result="Sapphire",allele2="Lapis",allele1="Certus",chance=5.0},
  {specialConditions={"Requires Hot temperature.","Requires Air Crystal Cluster as a foundation."},result="Air",allele2="Windy",allele1="Supernatural",chance=15.0},
  {specialConditions={"Requires Icy temperature."},result="Argon",allele2="Lich",allele1="Helium",chance=8.0},
  {specialConditions={"Requires Warm temperature.","Requires Damp humidity."},result="Miry",allele2="Noble",allele1="Marshy",chance=15.0},
  {specialConditions={},result="Spectral",allele2="Ender",allele1="Hermitic",chance=4.0},
  {specialConditions={"Requires Icy temperature.","Requires Order Crystal Cluster as a foundation."},result="Order",allele2="Fire",allele1="Earth",chance=15.0},
  {specialConditions={},result="Cultivated",allele2="Common",allele1="Unusual",chance=12.0},
  {specialConditions={},result="Common",allele2="Rocky",allele1="Unusual",chance=15.0},
  {specialConditions={},result="Diamond",allele2="Lapis",allele1="Cultivated",chance=5.0},
  {specialConditions={},result="Tarnished",allele2="Resilient",allele1="Tropical",chance=5.0},
  {specialConditions={"Inspired by [jadedcat§r]"},result="Jaded",allele2="Relic",allele1="Ender",chance=2.0},
  {specialConditions={"Requires Block of Salt as a foundation."},result="Salt",allele2="Aluminium",allele1="Clay",chance=5.0},
  {specialConditions={"Occurs within a nether biome."},result="Withering",allele2="Spiteful",allele1="Demonic",chance=6.0},
  {specialConditions={},result="Infectious",allele2="Malicious",allele1="Tropical",chance=8.0},
  {specialConditions={},result="Fossilised",allele2="Primeval",allele1="Rural",chance=8.0},
  {specialConditions={},result="Mysterious",allele2="Esoteric",allele1="Eldritch",chance=8.0},
  {specialConditions={},result="Fuchsia",allele2="Lavender",allele1="Indigo",chance=5.0},
  {specialConditions={},result="Common",allele2="Tropical",allele1="Unusual",chance=15.0},
  {specialConditions={},result="Glittering",allele2="Corroded",allele1="Majestic",chance=2.0},
  {specialConditions={"Occurs within a nether biome."},result="Volcanic",allele2="Furious",allele1="Demonic",chance=20.0},
  {specialConditions={"Requires Arid humidity.","Requires Endium Block as a foundation.","Required Dimension End"},result="Endium",allele2="Thaumium Dust",allele1="Ender",chance=8.0},
  {specialConditions={},result="Growing",allele2="Diligent",allele1="Forest",chance=10.0},
  {specialConditions={},result="Brainy",allele2="Pupil",allele1="Skulking",chance=9.0},
  {specialConditions={"Requires Block of Aluminum as a foundation."},result="Aluminum",allele2="Cultivated",allele1="Industrious",chance=10.0},
  {specialConditions={"Requires Block of Iridium as a foundation."},result="Iridium",allele2="Platinum",allele1="Tungsten",chance=5.0},
  {specialConditions={"Requires Decorative Oriharukon Block as a foundation.","Required Dimension Oberon"},result="Oriharukon",allele2="Oberon",allele1="Lead",chance=5.0},
  {specialConditions={},result="Glowering",allele2="Excited",allele1="Furious",chance=5.0},
  {specialConditions={"Requires Arid humidity."},result="Lich",allele2="Naga",allele1="Supernatural",chance=7.0},
  {specialConditions={},result="Refined",allele2="Oily",allele1="Distilled",chance=8.0},
  {specialConditions={},result="Common",allele2="Rocky",allele1="Tropical",chance=15.0},
  {specialConditions={},result="Malicious",allele2="Tropical",allele1="Sinister",chance=10.0},
  {specialConditions={"Requires Block of Apatite as a foundation."},result="Apatine",allele2="Cuprum",allele1="Rural",chance=12.0},
  {specialConditions={"Requires Advanced Solar Panel II as a foundation.","Required Biome END Biome"},result="D-O-B",allele2="Thaumic Shards",allele1="Naquadah",chance=2.0},
  {specialConditions={},result="Transmuting",allele2="Mutable",allele1="Unusual",chance=9.0},
